Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x001C573B52  JFFS2 node (big-endian)
0x001C575C41  ext2/3/4 superblock magic (@0x438)
0x001C57E750  JFFS2 node (big-endian)
0x001C584FF8  JFFS2 node (little-endian)
0x001C58935A  JFFS2 node (little-endian)
0x001C58E755  JFFS2 node (little-endian)
0x001C58E756  JFFS2 node (big-endian)
0x001C59625F  JFFS2 node (little-endian)
0x001C596593  JFFS2 node (little-endian)
0x001C597AEA  JFFS2 node (big-endian)
0x001C5A2AAB  ext2/3/4 superblock magic (@0x438)
0x001C5AAE45  ext2/3/4 superblock magic (@0x438)
0x001C5AE210  ext2/3/4 superblock magic (@0x438)
0x001C5B13ED  JFFS2 node (little-endian)
0x001C5B8FCD  JFFS2 node (little-endian)
0x001C5B9E03  JFFS2 node (big-endian)
0x001C5BC205  JFFS2 node (big-endian)
0x001C5BD016  ext2/3/4 superblock magic (@0x438)
0x001C5C61B3  JFFS2 node (big-endian)
0x001C5C6E02  JFFS2 node (little-endian)
0x001C5D658E  ext2/3/4 superblock magic (@0x438)
0x001C5D95D5  ext2/3/4 superblock magic (@0x438)
0x001C5E37D6  JFFS2 node (little-endian)
0x001C5E397E  JFFS2 node (little-endian)
0x001C5E7844  JFFS2 node (little-endian)
0x001C5ECD65  JFFS2 node (little-endian)
0x001C5F73F9  ext2/3/4 superblock magic (@0x438)
0x001C5F7FAB  JFFS2 node (big-endian)
0x001C5F8B38  JFFS2 node (little-endian)
0x001C5FCBB7  JFFS2 node (little-endian)
0x001C5FCD03  ext2/3/4 superblock magic (@0x438)
0x001C5FD5DD  JFFS2 node (big-endian)
0x001C606451  JFFS2 node (little-endian)
0x001C608970  JFFS2 node (little-endian)
0x001C619D76  JFFS2 node (big-endian)
0x001C62B35E  ext2/3/4 superblock magic (@0x438)
0x001C62ECA0  ext2/3/4 superblock magic (@0x438)
0x001C63232A  JFFS2 node (big-endian)
0x001C6403E6  ext2/3/4 superblock magic (@0x438)
0x001C642F91  ext2/3/4 superblock magic (@0x438)
0x001C64713A  JFFS2 node (little-endian)
0x001C64A612  JFFS2 node (little-endian)
0x001C64C89C  JFFS2 node (little-endian)
0x001C64DD64  JFFS2 node (little-endian)
0x001C65D70B  JFFS2 node (big-endian)
0x001C65FC1C  JFFS2 node (big-endian)
0x001C65FC1D  JFFS2 node (little-endian)
0x001C662A57  JFFS2 node (little-endian)
0x001C666F4F  ext2/3/4 superblock magic (@0x438)
0x001C669BF1  ext2/3/4 superblock magic (@0x438)
0x001C66FD62  ext2/3/4 superblock magic (@0x438)
0x001C6749F2  JFFS2 node (big-endian)
0x001C67F3CC  JFFS2 node (big-endian)
0x001C686C48  JFFS2 node (big-endian)
0x001C6898FF  JFFS2 node (big-endian)
0x001C691C0C  JFFS2 node (big-endian)
0x001C693190  JFFS2 node (little-endian)
0x001C698F9F  JFFS2 node (big-endian)
0x001C69A68A  JFFS2 node (little-endian)
0x001C6A7F88  JFFS2 node (big-endian)
0x001C6AC07A  ext2/3/4 superblock magic (@0x438)
0x001C6B381D  JFFS2 node (big-endian)
0x001C6B4E6A  JFFS2 node (little-endian)
0x001C6B72C9  JFFS2 node (big-endian)
0x001C6BC656  JFFS2 node (little-endian)
0x001C6CC8FB  JFFS2 node (little-endian)
0x001C6D0272  JFFS2 node (little-endian)
0x001C6D61F1  ext2/3/4 superblock magic (@0x438)
0x001C6D75A5  ext2/3/4 superblock magic (@0x438)
0x001C6DCD52  ext2/3/4 superblock magic (@0x438)
0x001C6E2E9D  JFFS2 node (big-endian)
0x001C6E5D81  JFFS2 node (little-endian)
0x001C6EA1FA  ext2/3/4 superblock magic (@0x438)
0x001C6EA2EE  JFFS2 node (big-endian)
0x001C6ECFFE  ext2/3/4 superblock magic (@0x438)
0x001C6EF60F  ext2/3/4 superblock magic (@0x438)
0x001C6F5DF3  ext2/3/4 superblock magic (@0x438)
0x001C6FE968  ext2/3/4 superblock magic (@0x438)
0x001C70302E  JFFS2 node (big-endian)
0x001C70B989  JFFS2 node (little-endian)
0x001C711447  JFFS2 node (little-endian)
0x001C71536F  ext2/3/4 superblock magic (@0x438)
0x001C716D5E  JFFS2 node (little-endian)
0x001C719FAA  JFFS2 node (big-endian)
0x001C71D78C  JFFS2 node (little-endian)
0x001C71F736  JFFS2 node (big-endian)
0x001C72106B  JFFS2 node (little-endian)
0x001C7236EC  ext2/3/4 superblock magic (@0x438)
0x001C72432B  JFFS2 node (little-endian)
0x001C72CFD9  ext2/3/4 superblock magic (@0x438)
0x001C734493  JFFS2 node (big-endian)
0x001C7369A6  JFFS2 node (big-endian)
0x001C73EEA6  ext2/3/4 superblock magic (@0x438)
0x001C742D14  ext2/3/4 superblock magic (@0x438)
0x001C7480F6  JFFS2 node (big-endian)
0x001C7497FE  bzip2 stream
0x001C74AB2A  JFFS2 node (big-endian)
0x001C750C24  JFFS2 node (little-endian)
0x001C7541E6  ext2/3/4 superblock magic (@0x438)
0x001C76149D  JFFS2 node (big-endian)
0x001C76570C  JFFS2 node (little-endian)
0x001C7663F3  ext2/3/4 superblock magic (@0x438)
0x001C76E6D8  ext2/3/4 superblock magic (@0x438)
0x001C76FB67  JFFS2 node (little-endian)
0x001C76FF94  ext2/3/4 superblock magic (@0x438)
0x001C7737BC  ext2/3/4 superblock magic (@0x438)
0x001C774AFD  JFFS2 node (little-endian)
0x001C783D0F  JFFS2 node (big-endian)
0x001C787500  ext2/3/4 superblock magic (@0x438)
0x001C78B654  JFFS2 node (big-endian)
0x001C78D31F  JFFS2 node (big-endian)
0x001C7A38C6  JFFS2 node (big-endian)
0x001C7A9546  JFFS2 node (little-endian)
0x001C7AA69B  JFFS2 node (big-endian)
0x001C7B0884  JFFS2 node (big-endian)
0x001C7B3CAC  JFFS2 node (little-endian)
0x001C7B71D5  JFFS2 node (big-endian)
0x001C7CB230  ext2/3/4 superblock magic (@0x438)
0x001C7CFF2B  JFFS2 node (little-endian)
0x001C7D6727  JFFS2 node (big-endian)
0x001C7DA4E7  JFFS2 node (little-endian)
0x001C7DA6CE  JFFS2 node (little-endian)
0x001C7DE156  JFFS2 node (little-endian)
0x001C7DF302  JFFS2 node (little-endian)
0x001C7E8A3A  JFFS2 node (little-endian)
0x001C7E9E3B  ext2/3/4 superblock magic (@0x438)
0x001C7EAD0E  JFFS2 node (big-endian)
0x001C7EC291  JFFS2 node (big-endian)
0x001C7EDC9A  JFFS2 node (big-endian)
0x001C7F3774  JFFS2 node (little-endian)
0x001C7F4C4C  ext2/3/4 superblock magic (@0x438)
0x001C7F7A92  JFFS2 node (little-endian)
0x001C804010  JFFS2 node (little-endian)
0x001C804011  JFFS2 node (big-endian)
0x001C804425  gzip stream
0x001C805582  JFFS2 node (big-endian)
0x001C8095C5  JFFS2 node (big-endian)
0x001C8095E9  ext2/3/4 superblock magic (@0x438)
0x001C80A22D  JFFS2 node (big-endian)
0x001C80AB63  JFFS2 node (little-endian)
0x001C80BFA4  ext2/3/4 superblock magic (@0x438)
0x001C8144C5  ext2/3/4 superblock magic (@0x438)
0x001C814DF5  ext2/3/4 superblock magic (@0x438)
0x001C8153F3  JFFS2 node (little-endian)
0x001C8175EA  ext2/3/4 superblock magic (@0x438)
0x001C81AE08  ext2/3/4 superblock magic (@0x438)
0x001C822872  JFFS2 node (little-endian)
0x001C82A8E1  ext2/3/4 superblock magic (@0x438)
0x001C82EDA2  JFFS2 node (big-endian)
0x001C835486  JFFS2 node (little-endian)
0x001C835FAF  JFFS2 node (little-endian)
0x001C838E06  ext2/3/4 superblock magic (@0x438)
0x001C84AFA4  JFFS2 node (big-endian)
0x001C8521E5  ext2/3/4 superblock magic (@0x438)
0x001C8523C9  ext2/3/4 superblock magic (@0x438)
0x001C85666F  JFFS2 node (big-endian)
0x001C85A37E  ext2/3/4 superblock magic (@0x438)
0x001C869EB1  ext2/3/4 superblock magic (@0x438)
0x001C88B7E5  JFFS2 node (little-endian)
0x001C8909E0  ext2/3/4 superblock magic (@0x438)
0x001C8973A9  JFFS2 node (little-endian)
0x001C898D7A  ext2/3/4 superblock magic (@0x438)
0x001C898E19  JFFS2 node (little-endian)
0x001C89E109  ext2/3/4 superblock magic (@0x438)
0x001C8A144A  JFFS2 node (big-endian)
0x001C8A15B3  ext2/3/4 superblock magic (@0x438)
0x001C8A62BE  JFFS2 node (little-endian)
0x001C8AF309  JFFS2 node (little-endian)
0x001C8B577C  JFFS2 node (big-endian)
0x001C8B6BB6  JFFS2 node (big-endian)
0x001C8BAB30  ext2/3/4 superblock magic (@0x438)
0x001C8BB3E9  JFFS2 node (big-endian)
0x001C8BD77B  ext2/3/4 superblock magic (@0x438)
0x001C8BDC1D  JFFS2 node (little-endian)
0x001C8C0C5F  JFFS2 node (big-endian)
0x001C8C357D  JFFS2 node (little-endian)
0x001C8C6793  JFFS2 node (big-endian)
0x001C8D5885  JFFS2 node (big-endian)
0x001C8D6CDC  ext2/3/4 superblock magic (@0x438)
0x001C8E9EAD  JFFS2 node (little-endian)
0x001C9005E1  JFFS2 node (big-endian)
0x001C902147  JFFS2 node (big-endian)
0x001C903463  JFFS2 node (big-endian)
0x001C90FBFD  JFFS2 node (big-endian)
0x001C917153  JFFS2 node (little-endian)
0x001C926182  JFFS2 node (big-endian)
0x001C92D362  ext2/3/4 superblock magic (@0x438)
0x001C92EB7A  JFFS2 node (little-endian)
0x001C9304CF  ext2/3/4 superblock magic (@0x438)
0x001C933949  JFFS2 node (little-endian)
0x001C9358A0  JFFS2 node (big-endian)
0x001C935936  JFFS2 node (big-endian)
0x001C936204  ext2/3/4 superblock magic (@0x438)
0x001C93E1C3  ext2/3/4 superblock magic (@0x438)
0x001C94300B  JFFS2 node (big-endian)
0x001C9441DB  ext2/3/4 superblock magic (@0x438)
0x001C9520EF  JFFS2 node (little-endian)
0x001C958624  JFFS2 node (big-endian)
0x001C958D35  JFFS2 node (big-endian)
0x001C95D7E1  JFFS2 node (big-endian)
0x001C96D0AF  JFFS2 node (big-endian)
0x001C96E9B9  JFFS2 node (little-endian)
0x001C9937D8  JFFS2 node (big-endian)
0x001C99AD29  ext2/3/4 superblock magic (@0x438)
0x001C9A00A8  JFFS2 node (little-endian)
0x001C9AC293  JFFS2 node (little-endian)
0x001C9ACA77  ext2/3/4 superblock magic (@0x438)
0x001C9BD938  ext2/3/4 superblock magic (@0x438)
0x001C9BF9AB  JFFS2 node (little-endian)
0x001C9D18C9  ext2/3/4 superblock magic (@0x438)
0x001C9D8620  ext2/3/4 superblock magic (@0x438)
0x001C9D9220  JFFS2 node (big-endian)
0x001C9DB586  ext2/3/4 superblock magic (@0x438)
0x001C9DF359  ext2/3/4 superblock magic (@0x438)
0x001C9DFD39  ext2/3/4 superblock magic (@0x438)
0x001C9DFDB9  ext2/3/4 superblock magic (@0x438)
0x001C9E0373  JFFS2 node (little-endian)
0x001C9E1F07  JFFS2 node (big-endian)
0x001C9E988D  ext2/3/4 superblock magic (@0x438)
0x001C9EB03E  JFFS2 node (big-endian)
0x001C9F9061  JFFS2 node (big-endian)
0x001C9FBFA0  ext2/3/4 superblock magic (@0x438)
0x001C9FE3E1  JFFS2 node (big-endian)
0x001CA01412  ext2/3/4 superblock magic (@0x438)
0x001CA015FC  ext2/3/4 superblock magic (@0x438)
0x001CA0AAF3  JFFS2 node (little-endian)
0x001CA0CCDA  JFFS2 node (little-endian)
0x001CA12134  JFFS2 node (little-endian)
0x001CA1B47E  JFFS2 node (little-endian)
0x001CA1DACB  JFFS2 node (big-endian)
0x001CA2445A  ext2/3/4 superblock magic (@0x438)
0x001CA2C024  JFFS2 node (big-endian)
0x001CA34F7C  JFFS2 node (little-endian)
0x001CA41F32  JFFS2 node (little-endian)
0x001CA429CC  ext2/3/4 superblock magic (@0x438)
0x001CA44620  ext2/3/4 superblock magic (@0x438)
0x001CA4B9C6  JFFS2 node (little-endian)
0x001CA54910  JFFS2 node (little-endian)
0x001CA54EB9  JFFS2 node (little-endian)
0x001CA5648B  JFFS2 node (big-endian)
0x001CA5DB3A  JFFS2 node (little-endian)
0x001CA5DB3D  JFFS2 node (big-endian)
0x001CA63A72  ext2/3/4 superblock magic (@0x438)
0x001CA6A9F4  JFFS2 node (little-endian)
0x001CA6AEDB  JFFS2 node (little-endian)
0x001CA6E40C  JFFS2 node (little-endian)
0x001CA704EA  JFFS2 node (big-endian)
0x001CA73579  ext2/3/4 superblock magic (@0x438)
0x001CA74AB4  ext2/3/4 superblock magic (@0x438)
0x001CA7AC25  ext2/3/4 superblock magic (@0x438)
0x001CA7C82C  ext2/3/4 superblock magic (@0x438)
0x001CA846E8  JFFS2 node (big-endian)
0x001CA8759E  JFFS2 node (little-endian)
0x001CA8E5A3  ext2/3/4 superblock magic (@0x438)
0x001CA912D2  ext2/3/4 superblock magic (@0x438)
0x001CA928A1  ext2/3/4 superblock magic (@0x438)
0x001CA997F6  JFFS2 node (big-endian)
0x001CA9B7B9  JFFS2 node (little-endian)
0x001CAA3F20  JFFS2 node (little-endian)
0x001CAAB261  ext2/3/4 superblock magic (@0x438)
0x001CAAC686  ext2/3/4 superblock magic (@0x438)
0x001CAAEDB2  JFFS2 node (big-endian)
0x001CAAF6F4  ext2/3/4 superblock magic (@0x438)
0x001CAAFECE  ext2/3/4 superblock magic (@0x438)
0x001CABD7F8  ext2/3/4 superblock magic (@0x438)
0x001CAC3E3A  JFFS2 node (little-endian)
0x001CACC0B9  JFFS2 node (big-endian)
0x001CAD131C  JFFS2 node (big-endian)
0x001CAD4C24  ext2/3/4 superblock magic (@0x438)
0x001CAE2FFF  ext2/3/4 superblock magic (@0x438)
0x001CAF4D71  ext2/3/4 superblock magic (@0x438)
0x001CAF59F8  ext2/3/4 superblock magic (@0x438)
0x001CAFE1F9  JFFS2 node (big-endian)
0x001CB0CCE8  JFFS2 node (little-endian)
0x001CB0CE60  JFFS2 node (little-endian)
0x001CB1367A  JFFS2 node (big-endian)
0x001CB17323  ext2/3/4 superblock magic (@0x438)
0x001CB1B1E7  JFFS2 node (big-endian)
0x001CB2E9C5  JFFS2 node (big-endian)
0x001CB363DA  JFFS2 node (big-endian)
0x001CB38570  JFFS2 node (little-endian)
0x001CB3C78A  ext2/3/4 superblock magic (@0x438)
0x001CB41223  ext2/3/4 superblock magic (@0x438)
0x001CB4370B  JFFS2 node (big-endian)
0x001CB449FF  JFFS2 node (little-endian)
0x001CB47FB3  JFFS2 node (little-endian)
0x001CB505E8  JFFS2 node (big-endian)
0x001CB551FC  JFFS2 node (big-endian)
0x001CB56BC9  JFFS2 node (big-endian)
0x001CB59F08  JFFS2 node (big-endian)
0x001CB5D0CE  JFFS2 node (big-endian)
0x001CB70E36  JFFS2 node (little-endian)
0x001CB85C6A  JFFS2 node (big-endian)
0x001CB8900C  JFFS2 node (little-endian)
0x001CB8D220  ext2/3/4 superblock magic (@0x438)
0x001CB950A0  JFFS2 node (little-endian)
0x001CB963CC  ext2/3/4 superblock magic (@0x438)
0x001CB969F4  ext2/3/4 superblock magic (@0x438)
0x001CB993CA  JFFS2 node (little-endian)
0x001CBA2595  JFFS2 node (little-endian)
0x001CBA63D1  JFFS2 node (big-endian)
0x001CBA68F5  JFFS2 node (big-endian)
0x001CBA80BC  JFFS2 node (little-endian)
0x001CBAC437  JFFS2 node (big-endian)
0x001CBB927E  ext2/3/4 superblock magic (@0x438)
0x001CBC231B  JFFS2 node (big-endian)
0x001CBCE9A9  JFFS2 node (big-endian)
0x001CBDBF3B  JFFS2 node (little-endian)
0x001CBDF7DD  JFFS2 node (big-endian)
0x001CBE1BAE  ext2/3/4 superblock magic (@0x438)
0x001CBE6E21  JFFS2 node (big-endian)
0x001CBFDB41  JFFS2 node (big-endian)
0x001CC01445  JFFS2 node (little-endian)
0x001CC01B96  ext2/3/4 superblock magic (@0x438)
0x001CC03CDF  JFFS2 node (big-endian)
0x001CC0CB19  JFFS2 node (big-endian)
0x001CC10B14  JFFS2 node (little-endian)
0x001CC1346F  ext2/3/4 superblock magic (@0x438)
0x001CC30936  JFFS2 node (little-endian)
0x001CC3291F  ext2/3/4 superblock magic (@0x438)
0x001CC34322  JFFS2 node (little-endian)
0x001CC36513  JFFS2 node (little-endian)
0x001CC3CA3D  ext2/3/4 superblock magic (@0x438)
0x001CC401A9  ext2/3/4 superblock magic (@0x438)
0x001CC48843  JFFS2 node (big-endian)
0x001CC510FD  JFFS2 node (little-endian)
0x001CC51F78  JFFS2 node (little-endian)
0x001CC53106  JFFS2 node (big-endian)
0x001CC548A0  JFFS2 node (big-endian)
0x001CC66694  JFFS2 node (big-endian)
0x001CC69B49  JFFS2 node (little-endian)
0x001CC79435  JFFS2 node (little-endian)
0x001CC7EC7F  ext2/3/4 superblock magic (@0x438)
0x001CC7EE66  JFFS2 node (little-endian)
0x001CC803E8  JFFS2 node (big-endian)
0x001CC84734  JFFS2 node (little-endian)
0x001CC84FF1  ext2/3/4 superblock magic (@0x438)
0x001CC88C77  ext2/3/4 superblock magic (@0x438)
0x001CC89756  JFFS2 node (big-endian)
0x001CC8B839  JFFS2 node (little-endian)
0x001CC8FAE2  JFFS2 node (big-endian)
0x001CC99529  ext2/3/4 superblock magic (@0x438)
0x001CCA0A28  JFFS2 node (little-endian)
0x001CCA164A  JFFS2 node (little-endian)
0x001CCAA264  ext2/3/4 superblock magic (@0x438)
0x001CCAD1C8  JFFS2 node (big-endian)
0x001CCAE939  JFFS2 node (little-endian)
0x001CCB7635  JFFS2 node (big-endian)
0x001CCB93F9  ext2/3/4 superblock magic (@0x438)
0x001CCB9BF1  JFFS2 node (big-endian)
0x001CCBAC61  ext2/3/4 superblock magic (@0x438)
0x001CCBC987  ext2/3/4 superblock magic (@0x438)
0x001CCBD618  ext2/3/4 superblock magic (@0x438)
0x001CCC6BDD  ext2/3/4 superblock magic (@0x438)
0x001CCD6997  JFFS2 node (little-endian)
0x001CCD7A41  ext2/3/4 superblock magic (@0x438)
0x001CCDA1F4  ext2/3/4 superblock magic (@0x438)
0x001CCE2910  ext2/3/4 superblock magic (@0x438)
0x001CCE489D  JFFS2 node (big-endian)
0x001CCEE055  JFFS2 node (little-endian)
0x001CCF230D  JFFS2 node (little-endian)
0x001CCFA615  JFFS2 node (little-endian)
0x001CD02529  JFFS2 node (little-endian)
0x001CD078CE  JFFS2 node (big-endian)
0x001CD0F556  JFFS2 node (little-endian)
0x001CD11070  JFFS2 node (big-endian)
0x001CD12F95  JFFS2 node (big-endian)
0x001CD17A50  ext2/3/4 superblock magic (@0x438)
0x001CD202C4  JFFS2 node (big-endian)
0x001CD21BC1  JFFS2 node (big-endian)
0x001CD328CE  JFFS2 node (little-endian)
0x001CD37984  JFFS2 node (little-endian)
0x001CD3CFD9  JFFS2 node (big-endian)
0x001CD40EC0  ext2/3/4 superblock magic (@0x438)
0x001CD47423  ext2/3/4 superblock magic (@0x438)
0x001CD49A01  ext2/3/4 superblock magic (@0x438)
0x001CD4D5F4  ext2/3/4 superblock magic (@0x438)
0x001CD4E956  JFFS2 node (big-endian)
0x001CD56BA3  ext2/3/4 superblock magic (@0x438)
0x001CD619E6  JFFS2 node (big-endian)
0x001CD66E71  JFFS2 node (little-endian)
0x001CD6B6EC  JFFS2 node (big-endian)
0x001CD6C564  JFFS2 node (big-endian)
0x001CD6C5BE  JFFS2 node (little-endian)
0x001CD6ED34  JFFS2 node (little-endian)
0x001CD73A31  JFFS2 node (little-endian)
0x001CD74531  JFFS2 node (big-endian)
0x001CD889B4  ext2/3/4 superblock magic (@0x438)
0x001CD93271  JFFS2 node (little-endian)
0x001CD932D5  JFFS2 node (little-endian)
0x001CD95F67  JFFS2 node (big-endian)
0x001CD985BD  JFFS2 node (little-endian)
0x001CDA53EE  ext2/3/4 superblock magic (@0x438)
0x001CDA9738  ext2/3/4 superblock magic (@0x438)
0x001CDABDB1  JFFS2 node (big-endian)
0x001CDB21D6  JFFS2 node (little-endian)
0x001CDB8681  JFFS2 node (big-endian)
0x001CDBBA7A  JFFS2 node (big-endian)
0x001CDC4428  JFFS2 node (little-endian)
0x001CDCDF29  ext2/3/4 superblock magic (@0x438)
0x001CDD5A6D  ext2/3/4 superblock magic (@0x438)
0x001CDD7191  ext2/3/4 superblock magic (@0x438)
0x001CDDC104  JFFS2 node (big-endian)
0x001CDDD19E  ext2/3/4 superblock magic (@0x438)
0x001CDECA50  JFFS2 node (little-endian)
0x001CDEF554  JFFS2 node (big-endian)
0x001CDEFF38  JFFS2 node (little-endian)
0x001CDF6138  JFFS2 node (big-endian)
0x001CDF8089  JFFS2 node (big-endian)
0x001CDF8782  ext2/3/4 superblock magic (@0x438)
0x001CE04955  ext2/3/4 superblock magic (@0x438)
0x001CE05D82  JFFS2 node (big-endian)
0x001CE06E57  JFFS2 node (little-endian)
0x001CE0706C  ext2/3/4 superblock magic (@0x438)
0x001CE07259  JFFS2 node (big-endian)
0x001CE0D6D3  ext2/3/4 superblock magic (@0x438)
0x001CE252E3  ext2/3/4 superblock magic (@0x438)
0x001CE2A701  ext2/3/4 superblock magic (@0x438)
0x001CE2C6E8  JFFS2 node (big-endian)
0x001CE2EF77  JFFS2 node (little-endian)
0x001CE2F8EB  JFFS2 node (little-endian)
0x001CE36D50  JFFS2 node (big-endian)
0x001CE36D51  JFFS2 node (little-endian)
0x001CE3E5E8  JFFS2 node (little-endian)
0x001CE3FAB4  JFFS2 node (big-endian)
0x001CE45B9A  ext2/3/4 superblock magic (@0x438)
0x001CE470DA  JFFS2 node (little-endian)
0x001CE4846E  JFFS2 node (little-endian)
0x001CE4C569  JFFS2 node (little-endian)
0x001CE4CBDB  JFFS2 node (big-endian)
0x001CE4FF07  JFFS2 node (big-endian)
0x001CE51EA4  JFFS2 node (little-endian)
0x001CE5A4AE  JFFS2 node (big-endian)
0x001CE5A87A  JFFS2 node (little-endian)
0x001CE670EE  ext2/3/4 superblock magic (@0x438)
0x001CE6A0C2  JFFS2 node (big-endian)
0x001CE6AFDF  JFFS2 node (big-endian)
0x001CE6FC32  ext2/3/4 superblock magic (@0x438)
0x001CE7B878  ext2/3/4 superblock magic (@0x438)
0x001CE7E221  JFFS2 node (little-endian)
0x001CE7F383  ext2/3/4 superblock magic (@0x438)
0x001CE87E55  JFFS2 node (little-endian)
0x001CE956EF  JFFS2 node (little-endian)
0x001CE99136  ext2/3/4 superblock magic (@0x438)
0x001CEA7DBB  JFFS2 node (little-endian)
0x001CEB0E8D  JFFS2 node (big-endian)
0x001CEB817F  JFFS2 node (little-endian)
0x001CEBDC59  JFFS2 node (little-endian)
0x001CEBFF04  JFFS2 node (little-endian)
0x001CECB9C3  JFFS2 node (big-endian)
0x001CED19DF  JFFS2 node (little-endian)
0x001CED674B  ext2/3/4 superblock magic (@0x438)
0x001CEDDA56  JFFS2 node (big-endian)
0x001CEEE20B  ext2/3/4 superblock magic (@0x438)
0x001CEF0EF2  JFFS2 node (little-endian)
0x001CEF75B6  JFFS2 node (big-endian)
0x001CEF9079  JFFS2 node (little-endian)
0x001CEFF4F0  ext2/3/4 superblock magic (@0x438)
0x001CF0AC5C  JFFS2 node (big-endian)
0x001CF0B965  ext2/3/4 superblock magic (@0x438)
0x001CF1315B  JFFS2 node (little-endian)
0x001CF136AE  ext2/3/4 superblock magic (@0x438)
0x001CF1ECFE  ext2/3/4 superblock magic (@0x438)
0x001CF1F693  ext2/3/4 superblock magic (@0x438)
0x001CF22812  JFFS2 node (big-endian)
0x001CF23636  JFFS2 node (big-endian)
0x001CF23644  ext2/3/4 superblock magic (@0x438)
0x001CF24B83  ext2/3/4 superblock magic (@0x438)
0x001CF26AF0  JFFS2 node (big-endian)
0x001CF2A91A  ext2/3/4 superblock magic (@0x438)
0x001CF32340  JFFS2 node (big-endian)
0x001CF34F7C  ext2/3/4 superblock magic (@0x438)
0x001CF36756  JFFS2 node (little-endian)
0x001CF39BF4  JFFS2 node (little-endian)
0x001CF3D376  JFFS2 node (big-endian)
0x001CF42F6B  JFFS2 node (little-endian)
0x001CF48464  ext2/3/4 superblock magic (@0x438)
0x001CF529A5  JFFS2 node (little-endian)
0x001CF52AD6  JFFS2 node (little-endian)
0x001CF5327A  JFFS2 node (big-endian)
0x001CF5480A  ext2/3/4 superblock magic (@0x438)
0x001CF5779F  JFFS2 node (little-endian)
0x001CF5CAB6  JFFS2 node (little-endian)
0x001CF5D1CA  JFFS2 node (little-endian)
0x001CF5EAE2  JFFS2 node (big-endian)
0x001CF5FD6B  ext2/3/4 superblock magic (@0x438)
0x001CF65947  JFFS2 node (little-endian)
0x001CF65E63  JFFS2 node (big-endian)
0x001CF6C19D  JFFS2 node (little-endian)
0x001CF6F2C4  JFFS2 node (big-endian)
0x001CF7B4AE  JFFS2 node (little-endian)
0x001CF7DE61  JFFS2 node (big-endian)
0x001CF80F1F  JFFS2 node (little-endian)
0x001CF83A08  JFFS2 node (big-endian)
0x001CF8677D  JFFS2 node (big-endian)
0x001CF86E5E  JFFS2 node (big-endian)
0x001CF8A0BF  ext2/3/4 superblock magic (@0x438)
0x001CF8A658  JFFS2 node (little-endian)
0x001CF8B4A5  JFFS2 node (big-endian)
0x001CFA1860  ext2/3/4 superblock magic (@0x438)
0x001CFB6B72  JFFS2 node (little-endian)
0x001CFB8668  JFFS2 node (big-endian)
0x001CFC2E92  JFFS2 node (little-endian)
0x001CFC56F5  ext2/3/4 superblock magic (@0x438)
0x001CFD9814  ext2/3/4 superblock magic (@0x438)
0x001CFDB759  ext2/3/4 superblock magic (@0x438)
0x001CFDBDA1  JFFS2 node (little-endian)
0x001CFF44F4  JFFS2 node (big-endian)
0x001CFFFA02  JFFS2 node (big-endian)
0x001CFFFDEB  JFFS2 node (little-endian)
0x001D001118  ext2/3/4 superblock magic (@0x438)
0x001D017C6E  JFFS2 node (little-endian)
0x001D0289FD  ext2/3/4 superblock magic (@0x438)
0x001D02A7B4  JFFS2 node (little-endian)
0x001D0332CD  JFFS2 node (big-endian)
0x001D037159  JFFS2 node (little-endian)
0x001D0397B1  JFFS2 node (big-endian)
0x001D03E077  JFFS2 node (little-endian)
0x001D03EE87  ext2/3/4 superblock magic (@0x438)
0x001D0438DA  ext2/3/4 superblock magic (@0x438)
0x001D04804F  ext2/3/4 superblock magic (@0x438)
0x001D04C1A6  JFFS2 node (big-endian)
0x001D0561DF  JFFS2 node (little-endian)
0x001D0570F3  JFFS2 node (big-endian)
0x001D05AA9A  ext2/3/4 superblock magic (@0x438)
0x001D05AD8F  JFFS2 node (big-endian)
0x001D066C14  JFFS2 node (big-endian)
0x001D06E5BC  JFFS2 node (big-endian)
0x001D06FFAC  JFFS2 node (big-endian)
0x001D075600  ext2/3/4 superblock magic (@0x438)
0x001D075DAE  ext2/3/4 superblock magic (@0x438)
0x001D07BC7A  JFFS2 node (little-endian)
0x001D082B3C  ext2/3/4 superblock magic (@0x438)
0x001D08BB8A  ext2/3/4 superblock magic (@0x438)
0x001D0A012D  JFFS2 node (big-endian)
0x001D0A2619  ext2/3/4 superblock magic (@0x438)
0x001D0A72B2  JFFS2 node (big-endian)
0x001D0A8E39  JFFS2 node (little-endian)
0x001D0B129F  JFFS2 node (little-endian)
0x001D0BE3F5  JFFS2 node (big-endian)
0x001D0BF9F3  JFFS2 node (little-endian)
0x001D0C042E  JFFS2 node (big-endian)
0x001D0C2483  ext2/3/4 superblock magic (@0x438)
0x001D0CAE3E  ext2/3/4 superblock magic (@0x438)
0x001D0D70FA  JFFS2 node (big-endian)
0x001D0DFB93  ext2/3/4 superblock magic (@0x438)
0x001D0EA308  JFFS2 node (big-endian)
0x001D0EC714  JFFS2 node (big-endian)
0x001D0EEF54  JFFS2 node (big-endian)
